,T2M,RH2M,Date
943,29.77,71.31,2018-08-01
944,29.31,73.5,2018-08-02
945,28.29,77.44,2018-08-03
946,29.44,71.19,2018-08-04
947,29.52,70.19,2018-08-05
948,29.38,70.56,2018-08-06
949,29.57,69.38,2018-08-07
950,28.51,75.25,2018-08-08
951,29.46,72.12,2018-08-09
952,29.58,69.69,2018-08-10
953,29.7,69.94,2018-08-11
954,29.02,73.06,2018-08-12
955,29.65,72.25,2018-08-13
956,30.47,68.38,2018-08-14
957,30.55,65.69,2018-08-15
958,29.84,68.69,2018-08-16
959,26.97,87.5,2018-08-17
960,26.92,86.75,2018-08-18
961,28.19,80.88,2018-08-19
962,27.57,82.75,2018-08-20
963,26.55,87.44,2018-08-21
964,26.83,86.75,2018-08-22
965,27.53,83.44,2018-08-23
966,27.39,82.94,2018-08-24
967,27.09,84.0,2018-08-25
968,26.34,85.12,2018-08-26
969,26.76,82.75,2018-08-27
970,26.23,83.62,2018-08-28
971,25.12,88.25,2018-08-29
972,27.09,82.88,2018-08-30
973,26.37,86.0,2018-08-31
974,26.87,84.19,2018-09-01
975,27.19,82.06,2018-09-02
976,26.87,81.69,2018-09-03
977,26.81,78.25,2018-09-04
978,26.53,77.06,2018-09-05
979,26.3,76.44,2018-09-06
980,26.48,75.19,2018-09-07
981,26.25,79.0,2018-09-08
982,25.72,83.56,2018-09-09
983,26.83,78.94,2018-09-10
984,27.66,75.88,2018-09-11
985,27.46,76.5,2018-09-12
986,27.24,76.81,2018-09-13
987,27.7,76.38,2018-09-14
988,27.81,73.25,2018-09-15
989,27.9,71.56,2018-09-16
990,28.33,67.25,2018-09-17
991,28.59,66.06,2018-09-18
992,28.87,65.25,2018-09-19
993,29.68,59.62,2018-09-20
994,30.36,51.12,2018-09-21
995,28.19,68.62,2018-09-22
996,27.82,78.38,2018-09-23
997,28.11,76.19,2018-09-24
998,28.13,72.75,2018-09-25
999,28.24,65.25,2018-09-26
1000,28.19,58.44,2018-09-27
1001,28.48,51.56,2018-09-28
1002,28.53,48.88,2018-09-29
1003,28.82,49.94,2018-09-30
1004,28.98,50.75,2018-10-01
1005,29.42,57.12,2018-10-02
1006,30.69,56.12,2018-10-03
1007,30.59,57.75,2018-10-04
1008,30.08,53.5,2018-10-05
1009,29.71,48.88,2018-10-06
1010,29.55,45.62,2018-10-07
1011,29.75,48.56,2018-10-08
1012,29.92,46.31,2018-10-09
1013,30.32,41.31,2018-10-10
1014,31.23,37.69,2018-10-11
1015,30.76,39.62,2018-10-12
1016,29.4,47.94,2018-10-13
1017,29.44,46.94,2018-10-14
1018,29.41,44.5,2018-10-15
1019,29.5,39.5,2018-10-16
1020,29.12,44.44,2018-10-17
1021,28.85,47.25,2018-10-18
1022,29.65,47.44,2018-10-19
1023,30.13,39.88,2018-10-20
1024,27.94,31.69,2018-10-21
1025,27.4,28.62,2018-10-22
1026,28.63,27.0,2018-10-23
1027,28.57,36.44,2018-10-24
1028,29.93,32.5,2018-10-25
1029,29.23,38.0,2018-10-26
1030,29.37,32.69,2018-10-27
1031,28.34,33.0,2018-10-28
1032,26.9,36.69,2018-10-29
1033,25.77,36.94,2018-10-30
1034,26.32,38.0,2018-10-31
1035,27.55,41.44,2018-11-01
1036,28.6,40.94,2018-11-02
1037,28.86,41.62,2018-11-03
1038,28.44,38.81,2018-11-04
1039,26.82,31.31,2018-11-05
1040,25.28,26.62,2018-11-06
1041,24.01,27.19,2018-11-07
1042,24.5,26.38,2018-11-08
1043,24.33,29.06,2018-11-09
1044,25.48,25.56,2018-11-10
1045,25.9,25.75,2018-11-11
1046,26.4,25.06,2018-11-12
1047,27.06,25.44,2018-11-13
1048,26.65,32.56,2018-11-14
1049,26.11,33.31,2018-11-15
1050,24.84,26.19,2018-11-16
1051,25.43,22.81,2018-11-17
1052,26.19,23.44,2018-11-18
1053,26.11,24.94,2018-11-19
1054,26.34,26.31,2018-11-20
1055,25.87,28.31,2018-11-21
1056,26.48,33.94,2018-11-22
1057,26.48,27.75,2018-11-23
1058,24.75,23.62,2018-11-24
1059,24.5,26.12,2018-11-25
1060,24.12,25.5,2018-11-26
1061,23.51,26.25,2018-11-27
1062,23.73,28.12,2018-11-28
1063,23.38,32.44,2018-11-29
1064,23.01,32.62,2018-11-30
1065,22.69,36.31,2018-12-01
1066,23.19,32.44,2018-12-02
1067,23.01,31.06,2018-12-03
1068,23.47,37.62,2018-12-04
1069,23.43,34.88,2018-12-05
1070,22.62,28.38,2018-12-06
1071,21.94,28.5,2018-12-07
1072,21.21,28.56,2018-12-08
1073,21.04,28.0,2018-12-09
1074,22.02,31.38,2018-12-10
1075,23.99,40.31,2018-12-11
1076,23.18,38.0,2018-12-12
1077,18.89,28.19,2018-12-13
1078,17.74,26.06,2018-12-14
1079,18.77,30.94,2018-12-15
1080,18.62,25.56,2018-12-16
1081,18.84,25.88,2018-12-17
1082,18.48,24.62,2018-12-18
1083,18.76,22.31,2018-12-19
1084,19.05,18.56,2018-12-20
1085,19.96,19.56,2018-12-21
1086,20.25,18.38,2018-12-22
1087,20.26,20.0,2018-12-23
1088,19.98,18.56,2018-12-24
1089,18.6,17.5,2018-12-25
1090,16.9,25.38,2018-12-26
1091,17.05,17.25,2018-12-27
1092,16.12,15.69,2018-12-28
1093,16.52,11.69,2018-12-29
1094,17.94,12.62,2018-12-30
1095,19.37,12.5,2018-12-31
1096,20.11,12.38,2019-01-01
1097,20.46,13.12,2019-01-02
1098,19.71,18.31,2019-01-03
1099,20.8,15.38,2019-01-04
1100,21.92,19.5,2019-01-05
1101,19.64,27.75,2019-01-06
1102,16.77,25.06,2019-01-07
1103,17.04,26.38,2019-01-08
1104,18.32,20.56,2019-01-09
1105,18.8,25.69,2019-01-10
1106,20.01,22.38,2019-01-11
1107,20.18,29.12,2019-01-12
1108,20.18,32.0,2019-01-13
1109,19.41,30.75,2019-01-14
1110,19.3,25.88,2019-01-15
1111,20.91,18.31,2019-01-16
1112,21.3,16.62,2019-01-17
1113,21.47,17.88,2019-01-18
1114,22.65,15.31,2019-01-19
1115,22.55,20.94,2019-01-20
1116,20.76,39.75,2019-01-21
1117,19.87,49.5,2019-01-22
1118,19.31,30.88,2019-01-23
1119,18.05,28.69,2019-01-24
1120,17.47,30.56,2019-01-25
1121,16.19,24.81,2019-01-26
1122,15.94,23.31,2019-01-27
1123,15.5,20.69,2019-01-28
1124,16.51,19.56,2019-01-29
1125,19.01,14.12,2019-01-30
1126,19.87,16.88,2019-01-31
1127,19.78,31.69,2019-02-01
1128,19.33,25.44,2019-02-02
1129,20.84,27.19,2019-02-03
1130,25.11,30.75,2019-02-04
1131,25.77,31.38,2019-02-05
1132,22.46,26.69,2019-02-06
1133,18.37,32.0,2019-02-07
1134,15.56,30.12,2019-02-08
1135,16.11,15.38,2019-02-09
1136,17.58,15.94,2019-02-10
1137,19.75,12.25,2019-02-11
1138,22.33,15.06,2019-02-12
1139,25.14,24.0,2019-02-13
1140,23.2,41.19,2019-02-14
1141,22.33,26.38,2019-02-15
1142,21.2,20.5,2019-02-16
1143,22.1,16.81,2019-02-17
1144,23.47,29.44,2019-02-18
1145,25.05,48.12,2019-02-19
1146,26.65,32.75,2019-02-20
1147,25.41,49.19,2019-02-21
1148,24.87,42.81,2019-02-22
1149,24.19,15.31,2019-02-23
1150,24.9,16.25,2019-02-24
1151,24.37,26.62,2019-02-25
1152,24.18,52.06,2019-02-26
1153,22.57,42.69,2019-02-27
1154,21.83,19.0,2019-02-28
1155,22.75,16.12,2019-03-01
1156,26.15,17.31,2019-03-02
1157,25.94,50.81,2019-03-03
1158,24.19,29.06,2019-03-04
1159,23.48,30.25,2019-03-05
1160,24.14,25.44,2019-03-06
1161,25.45,31.12,2019-03-07
1162,25.77,27.56,2019-03-08
1163,25.29,25.12,2019-03-09
1164,26.22,24.5,2019-03-10
1165,24.16,40.25,2019-03-11
1166,24.9,22.69,2019-03-12
1167,24.03,28.94,2019-03-13
1168,23.77,31.44,2019-03-14
1169,24.73,21.25,2019-03-15
1170,25.37,18.94,2019-03-16
1171,25.91,15.19,2019-03-17
1172,26.62,16.06,2019-03-18
1173,28.17,17.5,2019-03-19
1174,27.04,33.19,2019-03-20
1175,26.8,36.69,2019-03-21
1176,28.76,21.06,2019-03-22
1177,29.26,18.62,2019-03-23
1178,30.76,19.81,2019-03-24
1179,30.62,24.12,2019-03-25
1180,30.92,21.5,2019-03-26
1181,31.67,12.06,2019-03-27
1182,32.84,13.56,2019-03-28
1183,32.77,19.56,2019-03-29
1184,32.7,25.38,2019-03-30
1185,31.76,22.75,2019-03-31
1186,32.33,19.12,2019-04-01
1187,33.12,17.06,2019-04-02
1188,32.89,19.75,2019-04-03
1189,33.68,21.69,2019-04-04
1190,32.98,23.5,2019-04-05
1191,32.83,28.19,2019-04-06
1192,33.36,30.81,2019-04-07
1193,32.9,27.88,2019-04-08
1194,32.89,28.06,2019-04-09
1195,32.83,33.62,2019-04-10
1196,34.29,30.44,2019-04-11
1197,34.69,23.5,2019-04-12
1198,34.25,22.5,2019-04-13
1199,35.24,20.88,2019-04-14
1200,33.07,24.44,2019-04-15
1201,31.02,30.94,2019-04-16
1202,28.83,41.31,2019-04-17
1203,30.17,38.06,2019-04-18
1204,30.91,24.69,2019-04-19
1205,31.91,21.38,2019-04-20
1206,32.48,19.5,2019-04-21
1207,32.73,28.44,2019-04-22
1208,34.11,27.44,2019-04-23
1209,34.53,27.56,2019-04-24
1210,34.47,24.81,2019-04-25
1211,35.81,27.38,2019-04-26
1212,36.33,15.31,2019-04-27
1213,35.47,12.31,2019-04-28
1214,35.3,18.0,2019-04-29
1215,34.41,24.5,2019-04-30
1216,33.06,31.31,2019-05-01
1217,33.06,30.44,2019-05-02
1218,33.3,33.19,2019-05-03
1219,33.29,36.5,2019-05-04
1220,33.51,35.75,2019-05-05
1221,34.07,31.44,2019-05-06
1222,34.3,24.62,2019-05-07
1223,32.9,33.5,2019-05-08
1224,31.51,40.38,2019-05-09
1225,32.5,41.5,2019-05-10
1226,33.37,44.25,2019-05-11
1227,34.3,41.88,2019-05-12
1228,34.31,39.75,2019-05-13
1229,33.9,41.12,2019-05-14
1230,33.8,39.19,2019-05-15
1231,33.62,41.5,2019-05-16
1232,32.65,43.12,2019-05-17
1233,33.34,34.88,2019-05-18
1234,34.02,34.88,2019-05-19
1235,34.76,36.75,2019-05-20
1236,34.54,36.81,2019-05-21
1237,34.89,39.5,2019-05-22
1238,35.48,36.12,2019-05-23
1239,34.94,36.81,2019-05-24
1240,35.46,34.81,2019-05-25
1241,36.11,33.12,2019-05-26
1242,35.83,31.62,2019-05-27
1243,36.08,36.06,2019-05-28
1244,36.68,32.12,2019-05-29
1245,36.36,35.5,2019-05-30
1246,35.97,40.88,2019-05-31
1247,36.55,36.81,2019-06-01
1248,37.74,33.31,2019-06-02
1249,37.81,30.44,2019-06-03
1250,37.12,32.25,2019-06-04
1251,36.62,36.88,2019-06-05
1252,36.26,39.06,2019-06-06
1253,37.01,37.31,2019-06-07
1254,37.9,31.5,2019-06-08
1255,38.46,30.12,2019-06-09
1256,37.42,33.25,2019-06-10
1257,37.76,31.94,2019-06-11
1258,33.99,49.44,2019-06-12
1259,31.1,65.5,2019-06-13
1260,31.14,64.0,2019-06-14
1261,31.87,61.62,2019-06-15
1262,32.8,61.25,2019-06-16
1263,32.62,59.62,2019-06-17
1264,29.98,73.56,2019-06-18
1265,32.3,59.88,2019-06-19
1266,32.83,53.88,2019-06-20
1267,33.0,54.75,2019-06-21
1268,34.24,53.5,2019-06-22
1269,34.12,55.12,2019-06-23
1270,32.87,63.12,2019-06-24
1271,32.81,62.62,2019-06-25
1272,33.34,58.06,2019-06-26
1273,33.72,56.75,2019-06-27
1274,32.87,59.56,2019-06-28
1275,32.81,60.31,2019-06-29
1276,32.25,62.88,2019-06-30
1277,31.94,62.81,2019-07-01
1278,32.74,59.62,2019-07-02
1279,30.18,70.69,2019-07-03
1280,30.01,73.88,2019-07-04
1281,30.18,71.06,2019-07-05
1282,28.76,82.19,2019-07-06
1283,30.87,73.19,2019-07-07
1284,31.59,67.88,2019-07-08
1285,31.44,69.44,2019-07-09
