name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Jaipur,India",2017-04-29,103.4,80.6,89.7,100.2,79.6,86.6,44.9,22,0,0,0,,,,,16.1,263.4,1007.5,43.9,2.5,303.5,26.1,10,,2017-04-29T05:50:07,2017-04-29T18:58:29,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-04-30,102.2,80.5,91.6,96.1,80.1,88.1,41.6,19.8,0.012,100,4.17,rain,,,,12.8,278.6,1006.6,23.8,2.7,284.6,24.5,9,,2017-04-30T05:49:18,2017-04-30T18:59:02,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-01,104.8,78,91.6,98.8,78,87.8,32.9,16.1,0,0,0,,,,23,54.9,32.4,1008.7,5.8,2.8,330.3,28.5,10,,2017-05-01T05:48:30,2017-05-01T18:59:35,0.17,Clear,Clear conditions throughout the day.,wind,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-02,104,76.4,91.1,97.4,76.4,87.1,27.8,11.4,0,0,0,,,,,8.3,161.1,1009.9,16.4,2.8,316.2,27.3,10,,2017-05-02T05:47:43,2017-05-02T19:00:08,0.2,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-03,104,84.8,93.8,98.7,81.8,90.1,43.9,18.9,0,0,0,,,,,13.9,198.7,1007.9,47.6,2.7,295.4,25.4,9,,2017-05-03T05:46:57,2017-05-03T19:00:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-04,102.3,79.8,93,97.1,79.8,89.4,42.3,19.1,0,0,0,,,,,11.4,299.3,1009.3,22,2.6,314.4,27.2,10,,2017-05-04T05:46:12,2017-05-04T19:01:15,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-05,104,81.1,94.9,98.3,79.5,90.7,40.1,16.1,0,0,0,,,,,12.8,270.6,1008.3,48.9,2.7,267.4,23.2,8,,2017-05-05T05:45:28,2017-05-05T19:01:48,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-06,108.7,81.9,97.3,102.4,80.3,93.2,42.2,16.4,0,0,0,,,,,10.3,303.9,1007.8,35.5,3,320.6,27.8,10,,2017-05-06T05:44:45,2017-05-06T19:02:22,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-07,110,82.1,97.9,103.4,80.2,93.6,41.1,15.3,0,0,0,,,,36.9,23,296.4,1007.3,25.5,2.4,321,27.7,10,,2017-05-07T05:44:03,2017-05-07T19:02:55,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-08,112,89.6,97.6,112,87.4,94,45.7,18.3,0.004,100,4.17,rain,,,,20.2,300.1,1007.1,46.1,2.4,316.4,27.2,10,,2017-05-08T05:43:22,2017-05-08T19:03:29,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-09,109.4,86,97.2,103.1,83.6,93.2,44.7,18,0.008,100,4.17,rain,,,,18.3,277.8,1004.9,51.9,2.6,327.5,28.5,10,,2017-05-09T05:42:43,2017-05-09T19:04:03,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VIJP,42348099999"
"Jaipur,India",2017-05-10,107.6,84,96.5,102.5,82.2,92.8,45.7,18.9,0,0,0,,,,,18.3,242.1,1005.6,38.6,2.3,315.2,27.2,10,,2017-05-10T05:42:04,2017-05-10T19:04:36,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-11,105.8,84.2,95,101.6,82.6,92,49.4,22.7,0.024,100,8.33,rain,,,27.7,12.8,268.8,1007.1,37,2.3,324.5,28,10,,2017-05-11T05:41:27,2017-05-11T19:05:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-12,105.8,84.2,96.2,101.2,83,93.1,48.9,21.7,0,0,0,,,,,12.8,304.8,1007.4,17.4,2.6,323.6,28,10,,2017-05-12T05:40:50,2017-05-12T19:05:44,0.55,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-13,107.6,86,98,102.9,84.2,94.9,48.9,20.7,0,0,0,,,,,11.4,282.7,1005.8,20.6,2.7,321.3,27.8,10,,2017-05-13T05:40:15,2017-05-13T19:06:17,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,42348099999"
"Jaipur,India",2017-05-14,107.9,86.3,98.5,103.3,84,94.5,44.8,17,0,0,0,,,,35.8,18.3,294.4,1003.6,15.5,2.6,319.5,27.6,10,,2017-05-14T05:39:41,2017-05-14T19:06:51,0.61,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-15,107.6,87.8,97.6,102.5,84.7,94,45.6,18.2,0,0,0,,,,27.7,18.3,282.4,1002.5,12.7,2.5,317.1,27.6,9,,2017-05-15T05:39:08,2017-05-15T19:07:24,0.65,Clear,Clear conditions throughout the day.,clear-day,"VIJP,42348099999"
"Jaipur,India",2017-05-16,104,87.8,95.6,100.7,84.4,92.1,46.9,19.6,0,0,0,,,,,16.3,283,1001.9,10.4,2.3,302.5,26.1,9,,2017-05-16T05:38:36,2017-05-16T19:07:58,0.68,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-17,100.7,80.6,92.2,97.3,80.3,90,51.7,26.6,0,0,0,,,,28.9,16.1,301.1,1003.5,24.2,2.2,311.9,27,10,,2017-05-17T05:38:06,2017-05-17T19:08:31,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-18,104,85.6,95,101.1,83.6,92.6,52.1,24.4,0,0,0,,,,,114.1,289,1003.9,28.6,2.5,311.2,26.7,10,,2017-05-18T05:37:37,2017-05-18T19:09:05,0.75,Partially cloudy,Partly cloudy throughout the day.,wind,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-19,109.4,78.8,92.6,107.1,78.8,91,54.3,32.1,0.118,100,4.17,rain,,,,18.3,290.5,1005.2,38,2,327.2,28.4,10,,2017-05-19T05:37:09,2017-05-19T19:09:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-20,108.2,83.8,94.2,104.6,83,91.8,51.9,25.3,0,0,0,,,,,14.8,251.2,1003.6,31.2,2,309.1,26.7,10,,2017-05-20T05:36:42,2017-05-20T19:10:11,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-21,104,77,90.9,100.2,77,89.4,55.7,32.9,0.236,100,4.17,rain,,,,20.8,293.9,1003.6,41.7,1.6,290.2,25.2,9,,2017-05-21T05:36:16,2017-05-21T19:10:43,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-22,96.4,71.6,86,97.5,71.6,85.2,58,42,0.067,100,4.17,rain,,,,12,294.9,1005.8,32.2,2.4,255.1,22.2,8,,2017-05-22T05:35:52,2017-05-22T19:11:16,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-23,102.2,78,90.5,101.1,78,90.4,60.2,38.3,0,0,0,,,,,9.2,297.9,1005.7,25.7,2.3,315.3,27.3,10,,2017-05-23T05:35:29,2017-05-23T19:11:48,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-24,104,84.2,90.5,103.8,85.1,90.5,59.9,37.4,0,0,0,,,,26.4,15,259.5,1004.3,38.4,2,316.9,27.4,10,,2017-05-24T05:35:07,2017-05-24T19:12:20,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-25,105.9,80.6,94.8,104,81.5,94,57.1,30.9,0,0,0,,,,,10.9,298.7,1002.6,32.9,2.8,317.3,27.4,10,,2017-05-25T05:34:47,2017-05-25T19:12:52,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-26,111.2,86.1,100.1,111.2,85.9,99.6,55.6,25.2,0,0,0,,,,25.3,15,291.8,1000.9,17.5,2.7,322.9,28,10,,2017-05-26T05:34:28,2017-05-26T19:13:24,0,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-27,112.1,91.5,101.5,112.1,89.2,99.9,49.1,19.4,0,0,0,,,,,16.3,296.5,999.4,10.8,2.7,327.3,28.3,10,,2017-05-27T05:34:10,2017-05-27T19:13:55,0.05,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-28,109.4,82.3,98.2,109.3,82.3,98.7,59.3,29.5,0,0,0,,,,,15,277.4,999.4,28.8,2.8,328.4,28.3,10,,2017-05-28T05:33:53,2017-05-28T19:14:26,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-29,96.8,73.4,87.1,102,73.4,89.6,65.6,51.9,0.394,100,4.17,rain,,,,13.9,94.6,1000.7,42,2.5,293,25.4,9,,2017-05-29T05:33:38,2017-05-29T19:14:56,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,42348099999"
"Jaipur,India",2017-05-30,100.7,80.6,90.5,102.5,84,94,67.3,49.2,0,0,0,,,,,12.1,74.8,998.9,41.8,2.6,328,28.4,10,,2017-05-30T05:33:24,2017-05-30T19:15:26,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-05-31,95.6,73.4,84.1,103.3,73.4,86.8,68.7,61.8,0.945,100,8.33,rain,,,,23,101.5,1000.1,44.1,2,306,26.6,10,,2017-05-31T05:33:11,2017-05-31T19:15:55,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VIJP,42348099999"
"Jaipur,India",2017-06-01,87.8,73.4,80.3,91.4,73.4,82.3,68.7,68.8,0.512,100,8.33,rain,,,,11.4,297.9,1004.2,52.7,2.1,321.8,27.7,10,,2017-06-01T05:33:00,2017-06-01T19:16:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VIJP,42348099999"
"Jaipur,India",2017-06-02,105.2,76.8,90.1,107.2,76.8,93.8,69.7,56.5,0,0,0,,,,,8.1,272.4,1003.7,11.5,2.5,329.6,28.5,10,,2017-06-02T05:32:50,2017-06-02T19:16:53,0.25,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-03,110.4,83,97.6,110.4,84.1,98.8,60.4,33.4,0,0,0,,,,,11.9,298.1,1001.6,9.6,2.6,337.8,29.2,10,,2017-06-03T05:32:41,2017-06-03T19:17:21,0.29,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-04,109.4,91.4,99.2,109.9,90.7,100.5,60.3,28.9,0,0,0,,,,,48.3,294.2,1001.4,10.4,2.6,334.1,28.8,10,,2017-06-04T05:32:33,2017-06-04T19:17:48,0.32,Clear,Clear conditions throughout the day.,wind,"VIJP,42348099999"
"Jaipur,India",2017-06-05,107.6,90.9,98.8,111,95.4,103.5,66.6,36.5,0,0,0,,,,,16.3,283.6,1001.7,14.7,2.8,333.2,28.7,10,,2017-06-05T05:32:27,2017-06-05T19:18:15,0.35,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-06,104,89.1,96.3,106.8,92.1,99.9,65.8,37.8,0,0,0,,,,,19.7,276.2,1003.1,32.4,2.8,335.9,29,10,,2017-06-06T05:32:22,2017-06-06T19:18:41,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-07,96.8,83.8,91.9,103.5,89.8,96.7,68.6,47.2,0,0,0,,,,,18.3,286.8,1004.9,35.3,2,320.3,27.6,10,,2017-06-07T05:32:18,2017-06-07T19:19:06,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-08,96.8,82.7,90.8,99.4,87.6,93.2,65.2,45,0,0,0,,,,,13.9,279.2,1004.1,43.6,2.5,288,24.8,9,,2017-06-08T05:32:15,2017-06-08T19:19:31,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-09,98.6,75.2,87.3,101.5,75.2,89.8,67.8,55.6,0.157,100,8.33,rain,,,,12.8,284.1,1003.4,44.2,2.4,246.6,21.3,8,,2017-06-09T05:32:14,2017-06-09T19:19:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-10,102.2,82.4,90.9,102.6,86.2,92.9,63.5,43.8,0,0,0,,,,,19.7,18.5,1001.9,38.6,2.2,314,27.3,10,,2017-06-10T05:32:14,2017-06-10T19:20:18,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VIJP,42348099999"
"Jaipur,India",2017-06-11,100.4,75.5,89.7,98.5,75.5,89,58.8,39.1,0.079,100,4.17,rain,,,,11.4,349.4,1001.9,30.3,2.2,322.3,27.9,10,,2017-06-11T05:32:15,2017-06-11T19:20:41,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VIJP,42348099999"
"Jaipur,India",2017-06-12,102.2,82.4,92.7,99.3,82.9,91.8,57.4,32.5,0,0,0,,,,,17.2,300.2,1000.8,29.8,2.3,325.3,28.1,10,,2017-06-12T05:32:18,2017-06-12T19:21:03,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,42348099999"
"Jaipur,India",2017-06-13,100.5,84.2,92.5,103.6,84.4,93.3,60.6,35.6,0,0,0,,,,25.3,20.8,297.9,1000.6,39.1,2.4,333.6,28.8,10,,2017-06-13T05:32:21,2017-06-13T19:21:23,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-14,105.8,69.7,93,107.4,69.7,95,63.4,40.1,0,0,0,,,,,15,294.8,1002.5,21.6,2.6,320.1,27.7,10,,2017-06-14T05:32:26,2017-06-14T19:21:43,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-15,102.2,75.2,89.2,108.2,75.2,92.7,67.5,50.9,0.708,100,8.33,rain,,,,13.9,290.8,1002.7,47.3,2.5,327,28.3,10,,2017-06-15T05:32:32,2017-06-15T19:22:03,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-16,98.9,84,91.1,101.5,85.7,93,64.3,41.9,0,0,0,,,,,15,97.8,1001.5,15.4,2.5,327.7,28.3,10,,2017-06-16T05:32:39,2017-06-16T19:22:21,0.73,Clear,Clear conditions throughout the day.,clear-day,"VIJP,remote,42348099999"
"Jaipur,India",2017-06-17,100.4,82.4,90.7,102.8,84.7,93.3,65.5,44.7,0,0,0,,,,,13.9,285.5,1001.8,40.3,2.5,319.5,27.7,10,,2017-06-17T05:32:47,2017-06-17T19:22:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VIJP,42348099999"
